"荷印コード","荷印名","検索カナ","汎用数値１","汎用数値２","汎用数値３","汎用数値４","汎用数値５","汎用日付１","汎用日付２","汎用日付３","汎用日付４","汎用日付５","汎用摘要１","汎用摘要２","汎用摘要３","汎用摘要４","汎用摘要５"
"6036",荷6036,ﾆ603,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"6037",荷6037,ﾆ603,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"6038",荷6038,ﾆ603,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"6039",荷6039,ﾆ603,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"6040",荷6040,ﾆ604,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"6041",荷6041,ﾆ604,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"6042",荷6042,ﾆ604,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"6043",荷6043,ﾆ604,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"6044",荷6044,ﾆ604,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"7001",荷7001,ﾆ700,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"7002",荷7002,ﾆ700,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"7003",荷7003,ﾆ700,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"7004",荷7004,ﾆ700,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"7005",荷7005,ﾆ700,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"7006",荷7006,ﾆ700,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"7007",荷7007,ﾆ700,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"7008",荷7008,ﾆ700,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"7009",荷7009,ﾆ700,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"7010",荷7010,ﾆ701,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"7011",荷7011,ﾆ701,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"7012",荷7012,ﾆ701,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"7013",荷7013,ﾆ701,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"7014",荷7014,ﾆ701,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"7015",荷7015,ﾆ701,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"7016",荷7016,ﾆ701,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"7017",荷7017,ﾆ701,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"7018",荷7018,ﾆ701,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"7019",荷7019,ﾆ701,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8001",荷8001,ﾆ800,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8002",荷8002,ﾆ800,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8100",荷8100,ﾆ810,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8101",荷8101,ﾆ810,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8102",荷8102,ﾆ810,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8103",荷8103,ﾆ810,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8104",荷8104,ﾆ810,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8105",荷8105,ﾆ810,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8106",荷8106,ﾆ810,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8107",荷8107,ﾆ810,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8108",荷8108,ﾆ810,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8109",荷8109,ﾆ810,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8110",荷8110,ﾆ811,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8111",荷8111,ﾆ811,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8112",荷8112,ﾆ811,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8113",荷8113,ﾆ811,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8114",荷8114,ﾆ811,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8115",荷8115,ﾆ811,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8116",荷8116,ﾆ811,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8117",荷8117,ﾆ811,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8118",荷8118,ﾆ811,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8119",荷8119,ﾆ811,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8120",荷8120,ﾆ812,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8121",荷8121,ﾆ812,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8122",荷8122,ﾆ812,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8123",荷8123,ﾆ812,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8124",荷8124,ﾆ812,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8200",荷8200,ﾆ820,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8201",荷8201,ﾆ820,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8202",荷8202,ﾆ820,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8203",荷8203,ﾆ820,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8204",荷8204,ﾆ820,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8205",荷8205,ﾆ820,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8206",荷8206,ﾆ820,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8207",荷8207,ﾆ820,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8208",荷8208,ﾆ820,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8209",荷8209,ﾆ820,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8210",荷8210,ﾆ821,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8211",荷8211,ﾆ821,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8212",荷8212,ﾆ821,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8213",荷8213,ﾆ821,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8214",荷8214,ﾆ821,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8215",荷8215,ﾆ821,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8216",荷8216,ﾆ821,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8217",荷8217,ﾆ821,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8218",荷8218,ﾆ821,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8219",荷8219,ﾆ821,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8220",荷8220,ﾆ822,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8221",荷8221,ﾆ822,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8222",荷8222,ﾆ822,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8223",荷8223,ﾆ822,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8224",荷8224,ﾆ822,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8225",荷8225,ﾆ822,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8226",荷8226,ﾆ822,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8300",荷8300,ﾆ830,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8301",荷8301,ﾆ830,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8302",荷8302,ﾆ830,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8303",荷8303,ﾆ830,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8304",荷8304,ﾆ830,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8305",荷8305,ﾆ830,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8306",荷8306,ﾆ830,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8307",荷8307,ﾆ830,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8308",荷8308,ﾆ830,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8309",荷8309,ﾆ830,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8310",荷8310,ﾆ831,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8311",荷8311,ﾆ831,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8400",荷8400,ﾆ840,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8401",荷8401,ﾆ840,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8402",荷8402,ﾆ840,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8403",荷8403,ﾆ840,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8450",荷8450,ﾆ845,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8451",荷8451,ﾆ845,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8452",荷8452,ﾆ845,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8453",荷8453,ﾆ845,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8454",荷8454,ﾆ845,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8455",荷8455,ﾆ845,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8456",荷8456,ﾆ845,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8460",荷8460,ﾆ846,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8461",荷8461,ﾆ846,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8462",荷8462,ﾆ846,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8463",荷8463,ﾆ846,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8464",荷8464,ﾆ846,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8500",荷8500,ﾆ850,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8501",荷8501,ﾆ850,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8502",荷8502,ﾆ850,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8503",荷8503,ﾆ850,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8504",荷8504,ﾆ850,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8505",荷8505,ﾆ850,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8506",荷8506,ﾆ850,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8507",荷8507,ﾆ850,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8508",荷8508,ﾆ850,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8509",荷8509,ﾆ850,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8510",荷8510,ﾆ851,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8511",荷8511,ﾆ851,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8512",荷8512,ﾆ851,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8513",荷8513,ﾆ851,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8514",荷8514,ﾆ851,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8515",荷8515,ﾆ851,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8516",荷8516,ﾆ851,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8600",荷8600,ﾆ860,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8601",荷8601,ﾆ860,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8602",荷8602,ﾆ860,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8603",荷8603,ﾆ860,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8604",荷8604,ﾆ860,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8605",荷8605,ﾆ860,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8606",荷8606,ﾆ860,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8607",荷8607,ﾆ860,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8650",荷8650,ﾆ865,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8651",荷8651,ﾆ865,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8652",荷8652,ﾆ865,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8653",荷8653,ﾆ865,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8700",荷8700,ﾆ870,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8701",荷8701,ﾆ870,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8702",荷8702,ﾆ870,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8703",荷8703,ﾆ870,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8704",荷8704,ﾆ870,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8705",荷8705,ﾆ870,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8706",荷8706,ﾆ870,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8707",荷8707,ﾆ870,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8708",荷8708,ﾆ870,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8709",荷8709,ﾆ870,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8710",荷8710,ﾆ871,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8711",荷8711,ﾆ871,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8712",荷8712,ﾆ871,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8713",荷8713,ﾆ871,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8714",荷8714,ﾆ871,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8715",荷8715,ﾆ871,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8716",荷8716,ﾆ871,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8717",荷8717,ﾆ871,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8718",荷8718,ﾆ871,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8719",荷8719,ﾆ871,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8720",荷8720,ﾆ872,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8800",荷8800,ﾆ880,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8801",荷8801,ﾆ880,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8802",荷8802,ﾆ880,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8803",荷8803,ﾆ880,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8804",荷8804,ﾆ880,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8805",荷8805,ﾆ880,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8806",荷8806,ﾆ880,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8807",荷8807,ﾆ880,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8808",荷8808,ﾆ880,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8809",荷8809,ﾆ880,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8810",荷8810,ﾆ881,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8811",荷8811,ﾆ881,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8812",荷8812,ﾆ881,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8813",荷8813,ﾆ881,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8901",荷8901,ﾆ890,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8902",荷8902,ﾆ890,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8904",荷8904,ﾆ890,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8905",荷8905,ﾆ890,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8906",荷8906,ﾆ890,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8907",荷8907,ﾆ890,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8908",荷8908,ﾆ890,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8909",荷8909,ﾆ890,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8910",荷8910,ﾆ891,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8911",荷8911,ﾆ891,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8912",荷8912,ﾆ891,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8913",荷8913,ﾆ891,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"8914",荷8914,ﾆ891,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"9001",荷9001,ﾆ900,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"9002",荷9002,ﾆ900,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"9003",荷9003,ﾆ900,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"9004",荷9004,ﾆ900,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"9005",荷9005,ﾆ900,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"9006",荷9006,ﾆ900,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"9007",荷9007,ﾆ900,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"9008",荷9008,ﾆ900,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
"9009",荷9009,ﾆ900,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","",""
